LocationID,census_tract_id,apportion_weight
103,1000100,0.9999998011384588
103,1000100,0.9988234084073763
148,1001401,1.0590004973934544e-08
232,1001401,0.06607659608713395
148,1001402,2.9434411784486654e-08
232,1001402,0.08053095244037546
144,1001800,0.00015364316208497553
148,1001800,0.34049984485437546
232,1001800,1.6055713773878664e-09
4,1002201,3.8434213361545446e-09
79,1002201,1.3033340761868785e-17
148,1002201,5.932703763571854e-09
232,1002201,0.11428573511904797
4,1002602,0.13894494185747083
79,1002602,8.682344197877124e-14
4,1002800,0.24596409819358203
79,1002800,5.256455463708651e-09
224,1002800,2.2987880379629768e-05
4,1003400,1.272794602987223e-10
79,1003400,0.15760148719469508
107,1003400,3.828962864833296e-15
224,1003400,0.0002465893818837179
79,1003601,7.1888998114699e-08
144,1003601,0.00012084228190861259
148,1003601,0.15356178268282042
79,1003602,0.08818687688843535
114,1003602,5.6627822393109916e-05
148,1003602,9.231929913512949e-10
79,1004001,0.0913264780386565
107,1004001,2.4343198298809714e-06
79,1004002,0.08559754518159221
107,1004002,2.695110125951926e-06
45,1004100,3.2886264293313015e-09
144,1004100,0.42930805539976297
148,1004100,1.6512960284791393e-05
114,1004300,2.901214546255949e-08
144,1004300,0.3348516180795523
211,1004300,1.9818407906760285e-09
90,1005400,7.855375579261871e-05
113,1005400,5.682196991929062e-09
234,1005400,0.24507056425351523
113,1005501,1.048890377410375e-08
114,1005501,0.28190055773335115
144,1005501,4.487185980444348e-15
211,1005501,1.621879375326472e-09
79,1005502,1.886592773421353e-12
113,1005502,4.181362446078055e-05
114,1005502,0.26174011030593136
144,1005502,8.818472472302617e-09
90,1005800,2.521674737279007e-05
164,1005800,4.442348150275321e-05
186,1005800,7.254739169297149e-09
234,1005800,0.254618584790025
114,1006700,4.112537236736447e-05
158,1006700,1.1708568936828325e-08
249,1006700,0.24859962608411623
107,1006800,0.2492586812280963
137,1006800,5.108662087900907e-09
170,1006800,4.937601009451537e-09
234,1006800,2.1783184091547994e-09
137,1007001,0.13960432237512702
170,1007001,1.135243359836482e-08
233,1007001,1.2810671086328473e-15
137,1007002,0.1358027516883988
170,1007002,1.470678626720258e-08
137,1007200,2.2228061773783115e-09
164,1007200,1.447636924733291e-08
170,1007200,0.2502536874543592
158,1007300,1.5103819435313227e-08
249,1007300,0.2439230334996554
100,1007600,5.228114330580946e-09
164,1007600,0.33360525515774564
186,1007600,8.206940805930517e-07
234,1007600,5.902477411620861e-10
68,1007700,5.2631716948089165e-05
90,1007700,2.4172371868435215e-06
158,1007700,0.00030467267691790544
249,1007700,0.26362228019727313
137,1007800,7.021785112523191e-14
170,1007800,0.25473226472424665
233,1007800,0.00017623415367366938
162,1008000,5.258577709872541e-06
170,1008000,0.24736314087112019
233,1008000,3.383702769870306e-05
68,1008100,7.336620171362622e-09
90,1008100,0.3359022644948043
234,1008100,1.699526334269003e-05
249,1008100,1.688750870691358e-11
161,1008200,1.6669764938330833e-05
162,1008200,1.804420960777278e-05
164,1008200,2.715732425589161e-06
170,1008200,0.2474634248918169
68,1008300,0.16704103962887176
90,1008300,1.1478703876342136e-08
158,1008300,5.650205221237328e-09
246,1008300,1.8406316494272836e-06
249,1008300,6.151648639282946e-10
100,1008400,2.5375651749304754e-08
161,1008400,5.0054838024676456e-09
164,1008400,0.3316869035937033
170,1008400,1.5948924168130915e-10
230,1008400,2.8491794962154808e-15
68,1008900,0.15894354721353743
90,1008900,8.618283612995436e-05
246,1008900,6.650044305786548e-09
161,1009200,7.154930795674592e-09
162,1009200,0.4381718104555359
170,1009200,1.484259653477495e-10
229,1009200,7.860474016435112e-16
233,1009200,3.4181510010682826e-05
68,1009300,0.17204213378877148
90,1009300,6.2636767633715345e-09
246,1009300,2.7920557453608445e-05
161,1009400,0.22670062453295098
162,1009400,0.00017997453994653657
170,1009400,4.561034412612783e-09
68,1009500,7.2963938927938054e-09
90,1009500,4.1442576608904175e-11
164,1009500,7.608367783585494e-06
186,1009500,0.49461657371086487
234,1009500,5.691954423003119e-06
161,1009600,0.26001037101302216
164,1009600,2.7047878514198752e-09
170,1009600,6.03500784372363e-16
230,1009600,2.1371145083025584e-08
68,1009902,3.726176210747617e-09
246,1009902,0.15616886907497454
161,1010000,2.1512392275503124e-08
162,1010000,0.38473201729361217
163,1010000,3.5246026187171525e-15
229,1010000,8.187728684827691e-10
68,1010100,1.6025088805859603e-09
100,1010100,5.469530311714779e-08
164,1010100,3.378201633663459e-09
186,1010100,0.5053825017779151
161,1010200,0.25638762065891063
162,1010200,1.3599068114623188e-09
163,1010200,3.827791462059932e-08
161,1010400,0.2568846554561952
163,1010400,1.7640416208679465e-08
230,1010400,9.437029217968083e-09
162,1010801,0.0002187280211050731
229,1010801,0.1187481647630856
141,1010802,1.3606619860152449e-08
229,1010802,0.09625711428958762
141,1010803,1.0402459585165456e-08
162,1010803,0.002666308871389225
229,1010803,0.08884790173994464
237,1010803,2.469623391676178e-15
68,1010900,4.671598764597425e-09
100,1010900,0.500060428083062
164,1010900,2.092948363771724e-09
186,1010900,2.3343369982171547e-10
